sentence,label,source,length,clean_sentence,clean_length,preprocessed
In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  ,0,imdb,23,short monumental waste time energy would recommend anyone ever see film,11,short monumental waste time energy would recommend anyone ever see film
But it does get better reception and clarity than any phone I've had before.,1,amazon,14,get better reception clarity phone ive,6,get better reception clarity phone ive
"It was too predictable, even for a chick flick.  ",0,imdb,9,predictable even chick flick,4,predictable even chick flick
"I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained ""movie business"" of Québec.  ",0,imdb,32,im glad pretentious piece didnt planned dodge stratus big shots gonna help movie makers arent restrained movie business québec,19,im glad pretentious piece didnt planned dodge stratus big shots gonna help movie makers arent restrained movie business québec
We sat another ten minutes and finally gave up and left.,0,yelp,11,sat another ten minutes finally gave left,7,sat another ten minutes finally gave left
"It is an excellent drama, an excellent thriller, and an excellent film.  ",1,imdb,12,excellent drama excellent thriller excellent film,6,excellent drama excellent thriller excellent film
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,yelp,11,ryans bar definitely one edinburgh establishment wont revisiting,8,ryans bar definitely one edinburgh establishment wont revisiting
"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1,imdb,47,mature subtle script suggests occasionally brings dramatic focus underlying tensions well served perfect performances apart odd inappropriate smiling keira knightley prone though perhaps direction time characters often mention,28,mature subtle script suggests occasionally brings dramatic focus underlying tensions well served perfect performances apart odd inappropriate smiling keira knightley prone though perhaps direction time characters often mention
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1,imdb,18,much dialogue much music whole film shot elaborately aesthetically like sculpture,11,much dialogue much music whole film shot elaborately aesthetically like sculpture
Fans of the genre will be in heaven.  ,1,imdb,8,fans genre heaven,3,fans genre heaven
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,yelp,27,bad day low tolerance rude customer service people job nice polite wash dishes otherwise,14,bad day low tolerance rude customer service people job nice polite wash dishes otherwise
"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",1,yelp,17,definitely worth venturing strip pork belly return next time im vegas,11,definitely worth venturing strip pork belly return next time im vegas
Phone now holds charge like it did when it was new.,1,amazon,11,phone holds charge like new,5,phone holds charge like new
"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",1,imdb,23,writers smack think best actors actresses bonus showthese characters real,10,writers smack think best actors actresses bonus showthese characters real
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,amazon,22,ive also problems phone reading memory card always turn,9,ive also problems phone reading memory card always turn
Very prompt service.,1,amazon,3,prompt service,2,prompt service
"), and sometimes it was so embarrassing that I had to look away.  ",0,imdb,13,sometimes embarrassing look away,4,sometimes embarrassing look away
Overpriced for what you are getting.,0,yelp,6,overpriced getting,2,overpriced getting
Does not work for listening to music with the cingular 8125.,0,amazon,11,work listening music cingular 8125,5,work listening music cingular 8125
This is an excellent film.  ,1,imdb,5,excellent film,2,excellent film
If you want a real scare rent this one!  ,1,imdb,9,want real scare rent one,5,want real scare rent one
Im in AZ all the time and now have my new spot.,1,yelp,12,im az time new spot,5,im az time new spot
Will order from them again!,1,amazon,5,order,1,order
I bought this phone as a replacement for my StarTac and have regretted it since.,0,amazon,15,bought phone replacement startac regretted since,6,bought phone replacement startac regretted since
How can that be?The audio quality is poor.,0,amazon,8,bethe audio quality poor,4,bethe audio quality poor
"What possesed me to get this junk, I have no idea...",0,amazon,11,possesed get junk idea,4,possesed get junk idea
CONCLUSION: Very filling meals.,1,yelp,4,conclusion filling meals,3,conclusion filling meals
But I thought his acting was skilled.  ,1,imdb,7,thought acting skilled,3,thought acting skilled
"This is a simple little phone to use, but the breakage is unacceptible.",0,amazon,13,simple little phone use breakage unacceptible,6,simple little phone use breakage unacceptible
Great Product.,1,amazon,2,great product,2,great product
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,yelp,20,breakfast perpared great beautiful presentation 3 giant slices toast lightly dusted powdered sugar,13,breakfast perpared great beautiful presentation 3 giant slices toast lightly dusted powdered sugar
"I really do recommend this place, you can go wrong with this donut place!",1,yelp,14,really recommend place go wrong donut place,7,really recommend place go wrong donut place
This is one of Peter Watkins most accessible films.  ,1,imdb,9,one peter watkins accessible films,5,one peter watkins accessible films
"I'd rather eat airline food, seriously.",0,yelp,6,id rather eat airline food seriously,6,id rather eat airline food seriously
"So for our enjoyment we get to see them run around, play games, and be dangerous.  ",1,imdb,16,enjoyment get see run around play games dangerous,8,enjoyment get see run around play games dangerous
I'll even say it again  this is torture.  ,0,imdb,9,ill even say  torture,5,ill even say  torture
Crust is not good.,0,yelp,4,crust good,2,crust good
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1,imdb,15,thought errol flynn brilliant custer since become favourite actor,9,thought errol flynn brilliant custer since become favourite actor
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1,amazon,27,good quality bargain bought bought cheapy big lots sounded awful people end couldnt hear,14,good quality bargain bought bought cheapy big lots sounded awful people end couldnt hear
We loved the place.,1,yelp,4,loved place,2,loved place
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,yelp,11,lastly mozzarella sticks best thing ordered,6,lastly mozzarella sticks best thing ordered
"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",1,imdb,20,tiny toons kept 90s vibe delivered one popular funny underrated cartoons ever created,13,tiny toons kept 90s vibe delivered one popular funny underrated cartoons ever created
Very friendly staff.,1,yelp,3,friendly staff,2,friendly staff
This is a great phone!.,1,amazon,5,great phone,2,great phone
"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ",1,imdb,27,one best mexican movies ever one less understood even mexican matter identified felt,13,one best mexican movies ever one less understood even mexican matter identified felt
