sentence,clean_sentence,label,source,length,clean_length
And generally the lines and plot is weaker than the average episode.  ,generally lines plot weaker average episode,0,imdb,12,6
"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",scene debated whether sack trumpeter falsely accused murder pure horror really stupid,0,imdb,24,12
"Some applause should be given to the ""prelude"" however.  ",applause given prelude however,1,imdb,9,4
I really liked that.  ,really liked,1,imdb,4,2
A great film by a great director.  ,great film great director,1,imdb,7,4
The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,movie edge seat made somewhat afraid go car end night,1,imdb,26,10
The music in the film is really nice too.  ,music film really nice,1,imdb,9,4
I'd advise anyone to go and see it.  ,id advise anyone go see,1,imdb,8,5
Brilliant!  ,brilliant,1,imdb,1,1
10/10  ,1010,1,imdb,1,1
I liked this movie way too much.  ,liked movie way much,1,imdb,7,4
My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,problem thought actor playing villain low rent michael ironside,0,imdb,17,9
It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,rocked world certainly must see anyone social physical outlets,1,imdb,18,9
"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",however didnt make fact overall tremendously boring movie,0,imdb,16,8
"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",chemistry ben affleck sandra bullock film couldnt understand would consider even leaving wifetobe chick supposedly knocked,0,imdb,35,16
There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,several moments movie didnt need excruciatingly slow moving,0,imdb,19,8
"This was a poor remake of ""My Best Friends Wedding"".  ",poor remake best friends wedding,0,imdb,10,5
"All in all, a great disappointment.  ",great disappointment,0,imdb,6,2
"I cannot believe that the actors agreed to do this ""film"".  ",cannot believe actors agreed film,0,imdb,11,5
I could not stand to even watch it for very long for fear of losing I.Q.  ,could stand even watch long fear losing iq,0,imdb,16,8
I guess that nobody at the network that aired this dribble watched it before putting it on.  ,guess nobody network aired dribble watched putting,0,imdb,17,7
"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",imdb ratings go low 1 awful time get negative numbers cases,0,imdb,23,11
"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",saw mirrormask last night unsatisfactory experience,0,imdb,11,6
"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",unfortunately inexperience direction meant scene scene passed little way dramatic tension conflict,0,imdb,20,12
"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",central themes film handled ineptly stereotypically depth imagination,0,imdb,20,8
All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,pretty pictures world cannot make piece work flawed core,0,imdb,21,9
"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",hour half waste time following bunch pretty high schoolers whine cry life,0,imdb,22,12
"You can't relate with them, hell you barely can understand them.  ",cant relate hell barely understand,0,imdb,11,5
This is definitely a cult classic well worth viewing and sharing with others.  ,definitely cult classic well worth viewing sharing others,1,imdb,13,8
"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",movie pure disaster story stupid editing worst seen confuses incredibly,0,imdb,23,10
The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,fish badly made underwater shots repeated thousand times film,0,imdb,19,9
"A truly, truly bad film.  ",truly truly bad film,0,imdb,5,4
"The acting is terrible, and the writing is worse.  ",acting terrible writing worse,0,imdb,9,4
The only possible way this movie could be redeemed would be as MST3K fodder.  ,possible way movie could redeemed would mst3k fodder,0,imdb,14,8
I paid too much.  ,paid much,0,imdb,4,2
"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",also real treat see anthony quinn playing crazy horse,1,imdb,12,9
It was so BORING!  ,boring,0,imdb,4,1
No plot whatsoever!  ,plot whatsoever,0,imdb,3,2
"Again, no plot at all.  ",plot,0,imdb,5,1
Horrible!  ,horrible,0,imdb,1,1
Worst hour and a half of my life!Oh my gosh!  ,worst hour half lifeoh gosh,0,imdb,10,5
I had to walk out of the theatre for a few minutes just to get some relief!  ,walk theatre minutes get relief,0,imdb,17,5
I hate movies like that.  ,hate movies like,0,imdb,5,3
"Yeah, the movie pretty much sucked.  ",yeah movie pretty much sucked,0,imdb,6,5
THERE IS NO PLOT OR STORYLINE!!  ,plot storyline,0,imdb,6,2
"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",go see movie bring pillow girlfriendboyfriend keep occupied,0,imdb,19,8
Awful.  ,awful,0,imdb,1,1
I don't think I've ever gone to a movie and disliked it as much.  ,dont think ive ever gone movie disliked much,0,imdb,14,8
It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,good thing tickets cost five dollars would mad id paid 750 see crap,0,imdb,26,13
NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,nobody identifies characters theyre cardboard cutouts stereotypes predictably reversestereotypes,0,imdb,15,9
"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",bad film bad writing good actorsan ugly cartoon crafted paul haggis people cant handle anything bold strokes storytellinga picture painted crayons,0,imdb,33,21
"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",crash depressing little nothing provokes emotion teaches nothing already know racism prejudice bad things,0,imdb,23,14
"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",still like movie empowerment women theres enough movies like one,1,imdb,20,10
Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,brain attempt shutdown part primal impulse selfpreservation,0,imdb,14,7
I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,left shattered experience watching film took good two hours fully recover,0,imdb,21,11
This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,movie joins revenge boogeyman zombiez part hellish trinity horror films,0,imdb,19,10
I certainly do not mean this distinction in a good way.  ,certainly mean distinction good way,0,imdb,11,5
I mean this in a terrible way.  ,mean terrible way,0,imdb,7,3
This film has no redeeming features.  ,film redeeming features,0,imdb,6,3
Everything is appalling.  ,everything appalling,0,imdb,3,2
"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",artless camerawork endlessly presents us ugliest setting imaginable ie,0,imdb,11,9
The story is beyond stupid.  ,story beyond stupid,0,imdb,5,3
The script iswas there a script?  ,script script,0,imdb,7,2
The kids are annoying.  ,kids annoying,0,imdb,4,2
The lead man is charisma-free.  ,lead man charismafree,0,imdb,5,3
"Utterly without merit on any level, this is akin to torture.  ",utterly without merit level akin torture,0,imdb,11,6
I'll even say it again  this is torture.  ,ill even say  torture,0,imdb,9,5
Maybe there would be a reasonable explanation for this atrocity.  ,maybe would reasonable explanation atrocity,0,imdb,10,5
Not a pleasant voyage of self-discovery.  ,pleasant voyage selfdiscovery,0,imdb,6,3
Highly unrecommended.  ,highly unrecommended,0,imdb,2,2
"If this premise sound stupid, that's because it is.  ",premise sound stupid thats,0,imdb,9,4
"Yes, it's that bad.  ",yes bad,0,imdb,4,2
Nothing at all to recommend.  ,nothing recommend,0,imdb,5,2
An excellent performance from Ms.  ,excellent performance ms,1,imdb,5,3
"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ",garbo showed right bat talents could carry silent era wanted see silent work netflix doesnt seem stocking,1,imdb,34,17
